name,dll1,dll2,dll3,dll4,dll5,dll6,dll7,dll8,checksum,image_base,base_of_code,major_version,minor_version,image_size,code_size,headers,size_InitializedData,size_UninitializedData,size_StackReserve,size_StackCommit,section_alignement,standard_section,non_standard_section,ratio_standard_section,x_section,w_section,wx_section,rx_section,rw_section,wrx_section,code_not_exec,exec_not_code,no_code_section,ep_not_in_code,ep_not_in_standard,ep_not_in_exec,ratio_data_virt_size,zero_phys_size,virt_greater_data_size,max_ratio_data_virt,min_ratio_data_virt,data_addres_not_align,entropy_code,entropy_data,entropy_rsrc,entropy_header,entropy_file,entropy_ep,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,nb_dll_imported,nb_func_IDT,nb_malicious_api,ratio_malicious_func,nb_func_IAT,debug_dir,nb_rsrc
4a8717223bb41c1a9ef72c6692b7c5764ca942f665ed6fac72d75db5a710a1fa,1,0,1,0,0,0,0,1,852697,4194304,4096,10,0,815104,25600,1024,768512,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.876,3.83,7.759,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
4a9a6b98e12d8468bd4f62ad46e196cd4d63402cbc2b4cfa9dda07240065d7ed,0,0,0,0,0,0,0,0,0,4194304,4096,1,0,3047424,4096,1024,4096,0,1048576,4096,4096,0,4,0,4,4,4,4,4,4,0,1,1,1,1,0,1,0,0,1,1,0,-1,-1,-1,3.497,5.049,6.463,85,139,236,106,255,104,40,138,92,0,104,0,1,85,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,168,224,90,0,51,210,138,212,137,21,72,216,109,0,139,200,129,225,255,0,0,0,137,13,-1,-1,-1,-1,-1,1,-1
4a9c93e088da7f15b571b3595624ae59f112d3f532c8265178d4cc71f7ddd8b6,0,0,0,0,0,0,0,1,0,4194304,4096,5,0,249856,46080,1024,192512,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.008,0,1,1.343,0.984,0,6.404,5.808,2.622,3.829,6.339,6.404,232,7,48,0,0,233,164,254,255,255,59,13,4,163,67,0,117,2,243,195,233,137,48,0,0,80,100,255,53,0,0,0,0,141,68,36,12,43,100,36,12,83,86,87,137,40,139,232,161,4,163,67,0,51,197,80,255,117,252,199,69,252,255,255,1,62,10,0.161,63,1,8
4aa12984de37ac1fb650f1196e88fb5a64707e571382d641e1c70ce82e89cf0a,1,0,0,0,0,0,0,1,0,4194304,4096,6,0,1916928,1569792,1024,333824,0,1048576,4096,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1.011,0.872,0,6.091,4.927,6.699,4.41,6.244,6.091,232,213,6,0,0,233,122,254,255,255,59,13,76,176,90,0,117,1,195,233,248,7,0,0,85,139,236,131,37,80,68,91,0,0,131,236,36,131,13,84,176,90,0,1,106,10,255,21,224,18,88,0,133,192,15,132,172,1,0,0,131,101,240,0,9,222,10,0.045,9,0,20
4ae98d07149ba3a2d9e00594f4da6e65c0386a6e95c0fb168a05607cbb0d2a65,1,0,1,0,0,0,0,1,0,4194304,4096,5,1,483328,203776,1024,116736,0,1048576,4096,4096,5,1,0.833,1,2,0,1,2,0,0,0,0,0,0,0,1,0,1,1.28,0.027,0,6.467,4.344,6.562,4.203,7.159,6.467,232,102,5,0,0,233,120,254,255,255,204,204,204,204,204,204,85,139,236,86,255,117,8,139,241,232,194,44,255,255,199,6,208,86,67,0,139,198,94,93,194,4,0,131,97,4,0,139,193,131,97,8,0,199,65,4,216,86,67,0,199,1,208,86,3,154,6,0.039,143,0,122
4b0d72fd6c23df11b0a836e7cdf73dcee7a18c6825a342fa239797080a3b4cc0,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,884736,854528,512,2048,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.001,0,0,42.667,1.001,0,6.341,-1,4.029,2.801,6.239,6.341,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
4b0f3dd16fcd416c9cdcd55e292a5a04ee6c1114e99935118f375f10ec48b5bf,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,843776,817664,512,2048,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.275,-1,4.157,2.835,7.202,7.275,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
4b42246e573c243f6d1cd35c21ef7d96f2ff9843904191557ed1ae52d531b6d5,0,0,0,0,0,0,0,0,183682,4194304,4096,4,0,131072,114688,4096,12288,0,1048576,4096,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.019,0,1,1.825,0.783,0,6.495,0,1.576,3.477,6.137,6.495,104,192,70,65,0,232,238,255,255,255,0,0,0,0,0,0,48,0,0,0,64,0,0,0,0,0,0,0,18,2,141,240,34,55,18,76,147,188,169,228,33,67,9,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,114,111,106,1,98,0,0,99,1,28
4b62c2296736f0d1d6e0f139d02d9671784b5858b7e428ad966c8162ea2be0d8,1,0,1,0,0,0,0,1,682021,4194304,4096,10,0,638976,25600,1024,591872,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.84,3.827,7.677,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
4c18e4450f968520a7eff7754d5a727e493f66943a0a69b2545596ace09e6578,0,0,1,0,0,0,0,1,557112,4194304,4096,5,1,43184128,123904,1024,43098112,0,1048576,4096,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.002,0,1,1.004,0.007,0,6.278,7.937,3.633,4.177,0.171,6.278,232,84,101,0,0,233,137,254,255,255,139,255,85,139,236,139,69,8,51,201,59,4,205,64,2,66,0,116,19,65,131,249,45,114,241,141,72,237,131,249,17,119,14,106,13,88,93,195,139,4,205,68,2,66,0,93,195,5,68,255,255,255,106,14,2,122,7,0.057,2,1,244
4c39262cac1e819833eb53966c47bc3a9007c851e49c800704233fb4ebb89593,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,344064,316928,512,2048,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.001,0,0,42.667,1.001,0,7.951,-1,4.244,2.692,7.774,7.951,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14
4c7aca439ee1e17da2f067197025d768317dc4f0094397f8da48f33941fcaa2b,1,0,1,0,0,0,0,1,857325,4194304,4096,10,0,815104,25600,1024,769536,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,1,1.172,0.076,0,6.039,4.895,7.878,3.842,7.767,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
4cc01e8d7051494d6e9401f82cef1ff36fd573144edb8aa547d4692eb76a9632,1,0,1,0,0,0,0,1,805319,4194304,4096,10,0,815104,25600,1024,769536,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,1,1.172,0.076,0,6.039,4.895,7.878,3.844,7.766,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
4d20cc81fe3369624b78b05419fea8efdf9f147fa13ff541561ae4298b3c5ad8,0,0,0,0,0,0,0,0,165456,4194304,4096,4,0,118784,106496,4096,8192,0,1048576,4096,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.001,0,0,1.872,1.001,0,6.725,0,1.631,3.516,6.365,6.725,104,160,68,65,0,232,238,255,255,255,0,0,0,0,0,0,48,0,0,0,64,0,0,0,0,0,0,0,11,60,55,71,217,44,215,67,157,76,221,249,228,122,181,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,114,111,106,1,92,0,0,93,1,28
4d44d96cbfb3917e00aa7f17a3bc3e50057903645b620c959fd23da0d7e195c6,0,0,0,0,0,0,0,0,1716952,4194304,4096,5,0,1855488,579584,1024,1081344,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1.003,0.134,0,6.744,4.751,6.866,3.891,6.618,6.744,232,215,241,0,0,233,120,254,255,255,204,204,204,204,204,204,204,128,249,64,115,21,128,249,32,115,6,15,173,208,211,234,195,139,194,51,210,128,225,31,211,232,195,51,192,51,210,195,204,128,249,64,115,21,128,249,32,115,6,15,165,194,211,224,10,335,14,0.042,25,1,330
4d6ae0a40fcc30fab170c3e70dd5076253ddf9fa6ec0886d39cffbd9df99ae52,1,0,1,0,1,0,0,1,469467,4194304,4096,4,0,315392,25088,1024,118784,1024,1048576,4096,4096,4,1,0.8,1,2,0,1,2,0,0,0,0,0,0,0,1.011,1,2,1.096,0,0,6.169,5.143,3.856,3.484,7.039,6.169,129,236,132,1,0,0,83,86,87,51,219,104,1,128,0,0,137,92,36,24,199,68,36,16,48,161,64,0,137,92,36,32,198,68,36,20,32,255,21,168,128,64,0,255,21,164,128,64,0,37,255,255,255,191,102,61,6,0,163,44,71,66,0,116,7,157,8,0.051,13,1,70
4d6ffdb9c2284b339103a293a94b37be7d7dc114e022fbcb101527b1bd7e7b8a,0,0,0,0,0,0,0,0,0,4194304,45056,1,0,57344,8192,1024,4096,40960,1048576,16384,4096,0,3,0,2,3,2,2,3,2,0,1,1,1,1,0,0.875,1,3,0.875,0,0,-1,-1,-1,2.367,1.506,7.539,96,190,0,176,64,0,141,190,0,96,255,255,87,131,205,255,235,16,144,144,144,144,144,144,138,6,70,136,7,71,1,219,117,7,139,30,131,238,252,17,219,114,237,184,1,0,0,0,1,219,117,7,139,30,131,238,252,17,219,17,192,1,219,115,3,3,2,0.667,-1,1,-1
4d9e0a28423515a1574837873cc75c3c495daebf2247e5353f9028d97ccf3fb6,1,0,1,0,1,0,0,1,894667,4194304,8192,4,0,892928,868411,512,2560,0,1048576,4096,8192,2,0,1,1,0,0,1,0,0,0,0,0,1,1,1,-1,0,0,1.076,1.001,0,3.106,-1,4.727,2.708,3.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,16
4e46e03a43a1b2805de578d2d0e11f7570f477072cee9ee4843fc7273906a5a3,0,0,0,0,0,0,0,0,377074,1836843008,4096,4,0,360448,173568,1536,292864,2560,2097152,4096,4096,10,7,0.588,1,5,0,1,5,0,0,0,0,0,0,0,1.002,1,1,32,0,0,5.964,7.716,-1,2.932,6.575,5.964,72,131,236,72,72,139,5,53,111,4,0,199,0,0,0,0,0,131,250,1,116,10,72,131,196,72,233,177,254,255,255,144,76,137,68,36,56,137,84,36,52,72,137,76,36,40,232,13,139,2,0,232,248,147,2,0,76,139,68,36,56,139,84,36,2,35,1,0.029,1,1,-1
4e6012a95e4daac2ddb4a6ebfbf11d702fc848da567df7a4094f83abb1f9bfa4,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,827392,787968,512,12288,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.46,-1,7.531,2.82,7.385,7.46,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26
4e6ebd79919d1647ed1b3c819f64b3a48f62513ceecda2742789f232e380c8d9,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,884736,868279,512,2560,0,1048576,4096,8192,2,0,1,1,0,0,1,0,0,0,0,0,1,1,1,-1,0,0,1.044,1,0,3.106,-1,4.713,2.55,3.108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,16
4e998800b102360f87df8e0d379ace3ba4981f8fc158f1c88c30f494463994a5,1,0,0,0,0,0,0,1,5951235,4194304,4096,6,0,12533760,1569792,1024,3459584,0,1048576,4096,4096,5,3,0.625,3,2,0,3,2,0,0,1,0,1,1,0,1,4,5,1.133,0,0,0,0,6.222,3.092,4.619,7.869,87,81,232,77,169,13,0,245,3,242,233,162,239,193,255,133,253,15,202,249,245,247,210,249,102,129,255,109,60,51,218,133,243,3,242,233,226,127,201,255,152,52,16,215,48,148,141,78,255,125,127,26,72,255,71,173,184,119,255,15,70,231,145,0,10,229,14,0.061,170,1,272
4eeedf302a790ebf73335c3bb2d579c9d03e4a13893aa7a9c98eeb2ca8a9576d,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,892928,867328,512,4608,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.264,-1,5.86,2.796,7.218,7.264,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20
4f5eee16fd804cefd82922d34b6c96de55a464d8462e647ca6c89115a1f43e63,1,0,1,0,0,0,0,1,820140,4194304,4096,10,0,815104,25600,1024,769536,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,1,1.172,0.076,0,6.039,4.895,7.879,3.833,7.767,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
4fe304e1ceef6b6a6cd174669f74707f5d832911fc7cbc6a07e50c84d1703c4f,1,0,1,0,0,0,0,1,595919,4194304,4096,10,0,610304,25600,1024,562176,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.831,3.826,7.652,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
50ac458169dd382176f04c26b8538ce829c903bf60cc2fa5ca7681feba1a7a98,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,794624,768000,512,2048,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.358,-1,4.103,2.792,7.279,7.358,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
515e5105f1bda9207f1342220ecaddc6dc04b8aa54149e7cc7ccb38225845d03,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,73728,43008,512,7168,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.003,0,0,42.667,1.003,0,5.509,-1,5.969,2.623,4.591,5.509,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,26
51a075dc2da10d7ff1553fe1e504133f4e2cb4e984f6e5127d9e81616f2a0623,1,0,1,0,0,0,0,1,854386,4194304,4096,10,0,819200,25600,1024,770560,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.877,3.832,7.751,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
51a584528b7e6df7d03d10134ee1b11fa8131a9c250141737da3fd8b598fab65,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,942080,914432,512,2048,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,6.61,-1,4.139,2.791,6.525,6.61,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
51d1b105b79c3c922cd4bd46524727dcb47cf694bf570d1c53626e15005108b1,1,0,1,0,0,0,0,1,748946,4194304,4096,10,0,765952,25600,1024,716800,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.867,3.824,7.727,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
51e9ab106ca72189b724415ace85775bb907178d4621cb2ee123cad629f2e4a9,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,933888,442368,1024,468480,0,1048576,16384,4096,5,3,0.625,1,4,0,1,4,0,0,1,1,1,1,0,1.001,2,2,21.333,0,0,-1,-1,2.747,2.347,6.539,6.278,85,139,236,131,196,240,184,152,204,70,0,232,216,156,249,255,161,208,133,75,0,139,0,232,64,191,254,255,139,13,208,134,75,0,161,208,133,75,0,139,0,139,21,124,187,70,0,232,64,191,254,255,161,208,133,75,0,139,0,232,180,191,254,255,21,423,25,0.059,-1,1,226
5230d8d456e539de85e89dee474a7d410ae29aa2f715a2409deb48c4e2a73196,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,843776,812032,512,2048,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.309,-1,4.072,2.81,7.209,7.309,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
5232c6db5c412780ace4c035be6bde85e2ff91f4d5699f849b028939dc39cf74,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,876544,832512,1024,13824,0,1048576,4096,8192,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,42.667,1,0,5.929,-1,1.837,2.745,5.794,5.929,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8
52a0aa3893bddb9647b389ea5f014b6db57c938de66b5ed929e74cb297a7aec7,0,0,0,0,0,0,0,1,144157,4194304,4096,5,0,151552,105984,1024,20480,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,6.46,1.245,0,3.729,5.63,6.46,232,5,1,44,69,233,5,0,224,154,106,12,104,64,220,65,0,232,5,0,251,176,139,117,8,133,246,116,117,131,61,64,35,66,0,3,117,67,106,4,232,5,1,46,87,89,131,101,252,0,86,232,5,1,46,138,89,137,69,228,133,192,116,9,0,-1,0,0,0,1,1
531697738693f86a82f61cd051b0d6281e6fe6d789791525c35c3ada991a7f31,1,0,1,0,0,0,0,1,855023,4194304,4096,10,0,815104,25600,1024,769024,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.877,3.84,7.763,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
53518c15689d17bacb22589f8587b23f44f5e45514ea7a17c1634a9cdc853466,1,0,1,0,1,0,0,1,0,4194304,4096,4,0,278528,26624,1024,141824,2048,1048576,4096,4096,4,1,0.8,1,2,0,1,2,0,0,0,0,0,0,0,1.015,1,2,1.02,0,0,6.168,4.056,3.324,3.268,7.521,6.168,85,139,236,129,236,244,3,0,0,83,86,87,106,32,95,51,219,104,1,128,0,0,137,93,236,199,69,252,48,162,64,0,137,93,240,255,21,200,128,64,0,139,53,204,128,64,0,141,133,192,254,255,255,80,137,157,212,254,255,255,137,93,212,137,7,164,3,0.018,13,1,52
5392a4d9dcec99da44ff8338a131c56a874720c3093ffdd81af955bac12cbac4,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,7184384,7095296,512,59392,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.969,-1,3.239,2.73,7.958,7.969,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,74
5392bfbbc84541d99563511dfa736ec514642b68292089154e0126f0e9eddf37,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,811008,108544,512,678400,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.003,0,0,42.667,1,0,7.815,-1,2.151,2.766,3.266,7.815,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,74
539fe704bc598ec8c3a354af878751012c94cacc497e7644a76377d4436f1bd2,0,0,1,0,0,0,0,1,373206,4194304,4096,5,1,811008,81920,1024,731648,0,1048576,4096,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1.003,0.257,0,5.646,7.895,3.712,3.997,3.397,5.646,232,94,36,0,0,233,137,254,255,255,139,255,85,139,236,131,236,32,139,69,8,86,87,106,8,89,190,236,18,64,0,141,125,224,243,165,137,69,248,139,69,12,95,137,69,252,94,133,192,116,12,246,0,8,116,7,199,69,244,0,64,153,1,141,2,113,6,0.053,2,1,172
540db87dda0e0f89bdd7d58b0ca66d56dad8bd69a95f6c3818eedeb087d00d9b,1,0,1,0,1,0,0,1,0,4194304,4096,4,0,245760,26624,1024,141824,2048,1048576,4096,4096,4,1,0.8,1,2,0,1,2,0,0,0,0,0,0,0,1.015,1,2,1.106,0,0,6.168,4.056,4.052,3.29,7.831,6.168,85,139,236,129,236,244,3,0,0,83,86,87,106,32,95,51,219,104,1,128,0,0,137,93,236,199,69,252,48,162,64,0,137,93,240,255,21,200,128,64,0,139,53,204,128,64,0,141,133,192,254,255,255,80,137,157,212,254,255,255,137,93,212,137,7,164,3,0.018,13,1,40
54c7a21de074152b11a9aefb278508706176189c322c08fc2e56fec1a7f9169b,1,0,1,0,0,0,0,0,10324671,1073741824,4096,4,0,10342400,109568,1024,10303488,10752,2097152,4096,4096,10,1,0.909,1,6,0,1,6,0,0,0,0,0,0,0,1.004,1,1,32,0,0,5.941,7.612,6.732,3.004,7.614,5.941,72,131,236,40,72,139,5,69,21,156,0,199,0,1,0,0,0,232,186,252,255,255,144,144,72,131,196,40,195,15,31,0,72,131,236,40,72,139,5,37,21,156,0,199,0,0,0,0,0,232,154,252,255,255,144,144,72,131,196,40,195,15,31,0,2,71,2,0.028,1,1,74
5524ca02c5f2cc4add6ef62eda26ce11c2d3ef5560f472a274d3c3a2f2c68e86,0,0,0,0,0,0,0,1,0,4194304,4096,5,0,335872,107008,1024,215040,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1.433,0.961,0,6.397,5.824,2.453,3.85,6.397,6.397,232,192,100,0,0,233,164,254,255,255,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,139,84,36,12,139,76,36,4,133,210,116,105,51,192,138,68,36,8,132,192,117,22,129,250,0,1,0,0,114,14,131,61,148,244,68,0,0,116,5,1,79,12,0.152,80,1,8
555e33902b05d4db7c270826c82784124024b67c2bb83c2bbe564590b2723e72,0,0,0,0,0,0,0,1,0,4194304,4096,5,0,118784,70144,1024,36352,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.002,0,1,1.433,0.854,0,6.488,5.056,2.458,3.835,6.595,6.488,232,23,60,0,0,233,164,254,255,255,59,13,44,157,65,0,117,2,243,195,233,153,60,0,0,80,100,255,53,0,0,0,0,141,68,36,12,43,100,36,12,83,86,87,137,40,139,232,161,44,157,65,0,51,197,80,255,117,252,199,69,252,255,255,1,62,11,0.177,63,1,8
